회사명,시장구분,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
KPX케미칼,유가,025000,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",1994-12-27,12월,"양준영, 박승구, 이찬수(각자대표이사)",http://www.kpxchemical.com,서울특별시
TP,유가,007980,봉제의복 제조업,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역",1994-12-27,12월,임석원,http://www.panpacific.co.kr,서울특별시
에스엠벡셀,유가,010580,자동차 신품 부품 제조업,"자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조",1994-12-27,12월,"유병선, 최세환(각자대표)",http://www.smbexel.com,충청남도
KC그린홀딩스,유가,009440,기타 금융업,기타금융업,1994-11-05,12월,이태영,http://www.kcgreenholdings.com,서울특별시
문배철강,유가,008420,1차 철강 제조업,"철강재중 판재류(후판,박판,무늬강판) 제조,도매",1994-11-05,12월,이창환,http://www.moonbaesteel.co.kr,서울특별시
웅진,유가,016880,기타 금융업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업",1994-11-05,12월,"윤새봄, 이수영 각자대표",http://www.woongjin.com,서울특별시
HL D&I,유가,014790,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",1994-08-12,12월,홍석화,http://www.halla.co.kr,서울특별시
오뚜기,유가,007310,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,"함영준, 황성만",http://www.otoki.com,경기도
엘에스일렉트릭,유가,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 채대석",http://www.ls-electric.com,경기도
대양금속,유가,009190,1차 철강 제조업,스테인레스 냉연강판 제조,1994-04-29,12월,조상종,http://www.daiyangmetal.co.kr,충청남도
이화산업,유가,000760,기타 전문 도매업,"염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조",1994-04-29,12월,홍성우,http://www.rifa.co.kr,서울특별시
동원시스템즈,유가,014820,플라스틱제품 제조업,포장용 플라스틱제품 제조 외,1994-03-29,12월,"조점근, 정용욱, 신동만, 윤성노",http://dongwonsystems.com/,충청남도
삼성중공업,유가,010140,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",1994-01-28,12월,최성안,http://www.samsungshi.com,경기도
모토닉,유가,009680,자동차 신품 부품 제조업,"자동차용 부품(연료펌프,LPI SYSTEM, FCEV) 제조,판매",1994-01-14,12월,"김희진, 신현돈(각자 대표이사)",http://www.motonic.com,서울특별시
화신,유가,010690,자동차 신품 부품 제조업,"자동차엔진부품(ARM류,C/MBR류),자동차부품 제조",1994-01-14,12월,"정서진, 배현주",http://www.hwashin.co.kr,경상북도
SP삼화,유가,000390,기타 화학제품 제조업,"건축용페인트,공업용페인트,분체도료 등 제조",1993-09-10,12월,"배맹달,김현정(각자대표)",http://spsamhwa.com,경기도
경동나비엔,유가,009450,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,12월,"손연호, 손흥락, 장희철",http://www.kdnavien.co.kr,경기도
DB,유가,012030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시
SGC에너지,유가,005090,전기업,"증기, 전기, REC(신재생에너지공급인증서)",1993-01-06,12월,"이우성, 박준영, 이복영",http://www.sgcenergy.co.kr,서울특별시
대림바스,유가,005750,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",1992-12-23,12월,강태식,http://www.daelimbnco.com,경상남도
대한해운,유가,005880,해상 운송업,"외항화물운송,국제해운대리점",1992-04-23,12월,민상기,http://www.korealines.co.kr,서울특별시
휴니드테크놀러지스,유가,005870,통신 및 방송 장비 제조업,"무선통신기기,군납용무전기,위성방송수신기 제조",1991-09-03,12월,"김영호, 이철승 (공동대표이사)",http://www.huneed.com,인천광역시
수산세보틱스,유가,017550,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",1991-08-30,12월,김병현 (단독대표),http://www.soosanheavy.com,경기도
롯데케미칼,유가,011170,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조",1991-05-30,12월,"신동빈, 이영준, 주우현",http://www.lottechem.com,서울특별시
세아베스틸지주,유가,001430,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",1991-03-12,12월,"이태성, 김수호",http://www.seahbesteel.co.kr,서울특별시
호텔신라,유가,008770,기타 상품 전문 소매업,"면세판매,관광숙박,외식사업,예식업",1991-03-12,12월,이부진,http://www.hotelshilla.net,서울특별시
태경비케이,유가,014580,"시멘트, 석회, 플라스터 및 그 제품 제조업","생석회,소석회,석회비료 제조,판매/비금속광물 광업/산업폐기물 재생처리/휴게소 운영",1991-03-07,12월,"김민정, 정구일, 박충기 (각자 대표이사)",http://www.bkmp.co.kr,서울특별시
화승코퍼레이션,유가,013520,자동차 신품 부품 제조업,"산업용 고무제품(호스시트,벨트,펜더 등) 제조, 판매",1991-02-22,12월,"허성룡,현지호",http://www.hscorp.com,부산광역시
신흥,유가,004080,기계장비 및 관련 물품 도매업,"치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대",1991-02-08,12월,문현기,http://www.shinhung.co.kr,서울특별시
화승인더스트리,유가,006060,상품 종합 도매업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대",1991-02-04,12월,대표이사 현석호,http://www.hsi.co.kr,부산광역시
극동유화,유가,014530,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,"장홍선, 장선우 (각자대표)",http://www.kdoc.co.kr,경상남도
고려산업,유가,002140,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,"전장열, 김영교(각자 대표이사)",http://www.hafeed.co.kr,부산광역시
대현,유가,016090,봉제의복 제조업,"여성의류 및 악세사리류 제조,도매,유통(백화점)",1990-09-20,12월,신윤황,http://www.daehyun.co.kr,서울특별시
케이비아이동국실업,유가,001620,자동차 신품 부품 제조업,"자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대",1990-09-15,12월,김용희,http://kbidongkook.com,서울특별시
광명전기,유가,017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,12월,조광식,http://www.kmec.co.kr,경기도
부산산업,유가,011390,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘 제조,판매",1990-09-14,12월,유광명,http://www.busanind.co.kr,부산광역시
STX,유가,011810,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매",1990-09-12,12월,박상준,http://www.stx.co.kr,경상남도
고려아연,유가,010130,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,박기덕,http://www.koreazinc.co.kr,서울특별시
팜젠사이언스,유가,004720,의약품 제조업,의약품 외,1990-06-15,12월,박희덕,http://www.pharmgenscience.com,경기도
무림페이퍼,유가,009200,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조",1990-06-09,12월,이도균,http://www.moorim.co.kr,경상남도
현대차증권,유가,001500,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",1990-06-09,12월,배형근,http://hmsec.com,서울특별시
금비,유가,008870,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,09월,고기영,http://www.e-kumbi.co.kr,경기도
원림,유가,005820,직물직조 및 직물제품 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자",1990-04-20,12월,신성엽,http://www.wonlim.co.kr,서울특별시
서흥,유가,008490,기타 화학제품 제조업,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매",1990-03-27,12월,양주환,http://www.suheung.com,충청북도
성문전자,유가,014910,전자부품 제조업,"콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매",1990-03-24,12월,신준섭,http://www.smec-korea.co.kr,경기도
HLB글로벌,유가,003580,종합 소매업,"미디어커머스(카밈, 스파알), 식음료(콤부차, 잼시럽), 화장품(퍼플리쉬, 엘리샤코이) 등",1990-03-23,12월,김광재,http://www.hlbglobal.co.kr,강원특별자치도
일진홀딩스,유가,015860,기타 금융업,"전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기",1990-03-22,12월,허정석,http://www.iljin.co.kr,경기도
대영포장,유가,014160,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조",1990-03-06,12월,"강병은,손용수",http://www.dypc.co.kr,경기도
영화금속,유가,012280,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매",1990-01-25,12월,최동윤(단독 대표이사),http://www.yeonghwa.co.kr,경상남도
신풍제약,유가,019170,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",1990-01-20,12월,유 제 만,http://www.shinpoong.co.kr,경기도
동성제약,유가,002210,의약품 제조업,"의약품,화장품 제조,도매",1990-01-19,12월,최용석,http://dongsung-pharm.co.kr,서울특별시
아센디오,유가,012170,"영화, 비디오물, 방송프로그램 제작 및 배급업",석탄(점결탄) 판매,1989-12-20,12월,신민규,http://ascendio.co.kr,서울특별시
한올바이오파마,유가,009420,의약품 제조업,"의약품 제조,도매/부동산 임대",1989-12-18,12월,"박수진,박승국(공동대표이사)",http://www.hanall.co.kr,대전광역시
유니켐,유가,011330,자동차 신품 부품 제조업,"피혁 제조,도매,무역,부동산임대",1989-12-14,12월,이종완,http://www.uni-chem.net,경기도
대창,유가,012800,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매",1989-12-05,12월,"조시영, 조정호",http://www.brassone.com,경기도
일성건설,유가,013360,토목 건설업,"건축공사,토목공사,전기공사",1989-12-02,12월,백종탁,http://www.ilsungconst.co.kr,경기도
까뮤이앤씨,유가,013700,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,12월,"손병재, 권순영 (각자 대표이사)",http://www.camusenc.com,경기도
보락,유가,002760,기타 화학제품 제조업,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매",1989-11-30,12월,정기련,http://www.bolak.co.kr,경기도
선도전기,유가,007610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사",1989-11-30,12월,권 혁,http://www.seondo.co.kr,경기도
씨아이테크,유가,004920,영상 및 음향기기 제조업,"컴퓨터 소프트웨어,하드웨어 서버,도매",1989-11-30,12월,김대영,http://www.citech.kr,서울특별시
광동제약,유가,009290,의약품 제조업,"의약품,식음료 제조,도매",1989-11-17,12월,"최성원, 박상영(각자대표)",http://www.ekdp.com,경기도
갤럭시아에스엠,유가,011420,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고",1989-11-14,12월,이반석,http://galaxiasme.com,서울특별시
남성,유가,004270,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대",1989-11-14,12월,윤성호,http://www.namsung.com,서울특별시
KISCO홀딩스,유가,001940,1차 철강 제조업,지주사업,1989-11-13,12월,"장세홍, 김동현 (각자대표)",http://www.kiscoholdings.co.kr,경상남도
태영건설,유가,009410,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",1989-11-13,12월,이강석,http://www.taeyoung.com,경기도
한국특강,유가,007280,1차 철강 제조업,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매",1989-11-13,12월,"한길구, 박성우",http://www.ekosco.com,경상남도
한솔로지스틱스,유가,009180,기타 운송관련 서비스업,"지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점",1989-11-13,12월,고정한,http://www.hansollogistics.com,서울특별시
SYTS,유가,002170,"가죽, 가방 및 유사제품 제조업","피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역",1989-11-10,12월,"허준홍, 정대락 (2인 각자 대표이사)",http://www.syts.com,서울특별시
SK텔레콤,유가,017670,전기 통신업,"이동전화,무선호출서비스,부가통신",1989-11-07,12월,정재헌,http://www.sktelecom.com,서울특별시
진양폴리우레탄,유가,010640,플라스틱제품 제조업,"폴리우레탄,폴리우레탄스폰지 제조,판매",1989-09-30,12월,최재호,http://www.chinyangpoly.kr,경기도
미창석유공업,유가,003650,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입",1989-09-27,12월,유재순,http://www.michang.co.kr,부산광역시
삼익THK,유가,004380,일반 목적용 기계 제조업,"직선운동시스템,메카트로시스템,기타정밀 자동화기기 제조,판매/전자상거래,인터넷 관련 s/w,h/w 개발,판매,유지보수",1989-09-26,12월,"진영환, 류영수",http://www.samickthk.co.kr,대구광역시
미원상사,유가,002840,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조",1989-09-25,12월,"홍창식, 강신우(각자대표)",http://www.mwc.co.kr,경기도
서연,유가,007860,기타 금융업,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매",1989-09-09,12월,정대영,http://www.seo-yon.com,경기도
세우글로벌,유가,013000,기타 전문 도매업,"화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업",1989-09-05,12월,안백순,http://www.sewooglobal.co.kr,인천광역시
현대모비스,유가,012330,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",1989-09-05,12월,"정의선, 이규석",http://www.mobis.com,서울특별시
KG케미칼,유가,001390,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25,12월,"곽정현, 김재익",http://www.kgchem.co.kr,울산광역시
아진전자부품,유가,009320,자동차 신품 부품 제조업,자동차 전장부품,1989-08-25,12월,"서중호,문종은",http://www.dwecc.com,전북특별자치도
현대해상,유가,001450,보험업,손해보험(자동차보험),1989-08-25,12월,이석현,http://www.hi.co.kr,서울특별시
현대지에프홀딩스,유가,005440,기타 금융업,"백화점,여행알선,숙박,음식점/부동산 임대",1989-08-22,12월,"정지선, 장호진 (각자 대표이사)",http://https://www.hyundaigfholdings.co.kr/web/html/ko/CI/CI.html,서울특별시
한국전력공사,유가,015760,전기업,"전력자원개발,발전,송전,전력용기자재확보",1989-08-10,12월,김동철,http://www.kepco.co.kr,전라남도
한국전력공사,유가,015760,전기업,"전력자원개발,발전,송전,전력용기자재확보",1989-08-10,12월,김동철,http://www.kepco.co.kr,전남광주통합특별시
국도화학,유가,007690,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05,12월,"이시창, 황문성",http://www.kukdo.com,서울특별시
녹십자,유가,006280,의약품 제조업,"알부민외 제조,판매",1989-08-01,12월,허은철,http://www.gcbiopharma.com,경기도
SIMPAC,유가,009160,1차 철강 제조업,"프레스, 합금철",1989-07-29,12월,최진식,http://www.simpac.co.kr,인천광역시
윌비스,유가,008600,생활용품 도매업,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대",1989-07-28,12월,지영민,http://www.willbes.com,충청남도
대창단조,유가,015230,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조",1989-07-25,12월,박권일,http://www.dcf.co.kr,경상남도
사조산업,유가,007160,수산물 가공 및 저장 처리업,"원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매",1989-07-25,12월,"주진우, 김치곤(각자대표)",http://www.sajo.co.kr,서울특별시
한익스프레스,유가,014130,도로 화물 운송업,"특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",1989-07-25,12월,유인철,http://www.hanex.co.kr,경기도
사조동아원,유가,008040,"곡물가공품, 전분 및 전분제품 제조업","제분, 배합사료 제조",1989-06-24,12월,이창주,http://do.sajo.co.kr,서울특별시
경인전자,유가,009140,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20,12월,김성은,http://www.kie.co.kr,서울특별시
무림P&P,유가,009580,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업",1989-06-20,12월,이도균,http://www.moorimpnp.co.kr,울산광역시
인디에프,유가,014990,봉제의복 제조업,"여성의류,남성의류,캐쥬얼웨어 제조",1989-06-20,12월,김한수,http://www.inthef.co.kr,서울특별시
디와이,유가,013570,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",1989-05-30,12월,"김진호, 한상철",http://www.dy.co.kr,인천광역시
방림,유가,003610,직물직조 및 직물제품 제조업,"P/C혼방직물,면방적,각종사류,직물류 제조,도소매",1989-05-30,09월,서재희 대표집행임원,http://www.pangrim.com,서울특별시
DKME,유가,015590,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",1989-05-27,12월,"백부기, 이문두",http://www.dkme.com,울산광역시
한솔케미칼,유가,014680,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출",1989-05-20,12월,한장안,http://www.hansolchemical.com,서울특별시
퍼스텍,유가,010820,무기 및 총포탄 제조업,"방위산업제품,프린터,불소화합물,자동차용 매트 제조/얼굴인식시스템 개발",1989-05-10,12월,손경석,http://www.firsteccom.co.kr,경상남도
동원산업,유가,006040,기타 금융업,지주회사,1989-03-07,12월,"김세훈, 박상진, 장인성",http://www.dongwon.com,서울특별시
대덕,유가,008060,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",1989-01-26,12월,김영재,http://www.daeduckholdings.com,경기도
한성기업,유가,003680,수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업",1989-01-26,12월,"임우근,임준호(각자대표)",http://www.hsep.com,부산광역시
이스타코,유가,015020,부동산 임대 및 공급업,부동산 분양/입시학원 운영,1988-12-23,12월,"김승제,김동현(각자대표)",http://www.e-starco.co.kr,서울특별시
태림포장,유가,011280,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄",1988-12-20,12월,강재영,http://www.tailim.com,경기도
아세아제지,유가,002310,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매",1988-12-15,12월,"유승환, 이현탁",http://www.asiapaper.co.kr,서울특별시
화천기계,유가,010660,특수 목적용 기계 제조업,"선반,밀링,연삭기,CNC선반,CNC밀링,머시닝센타 제조,판매/자동차부품(실린더블럭) 제조",1988-12-12,12월,"권형석, 권형운 (공동대표이사)",http://www.hwacheon.co.kr,서울특별시
CJ씨푸드,유가,011150,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,임항순,http://www.cjseafood.net,경기도
SHD,유가,001770,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매",1988-11-23,12월,신종호,http://www.shinhwatp.co.kr,경기도
조일알미늄,유가,018470,1차 비철금속 제조업,"알루미늄판 제조,도매",1988-11-22,12월,"이영호,성원모",http://www.choilal.co.kr,경상북도
에스엘,유가,005850,자동차 신품 부품 제조업,"자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매",1988-11-08,12월,"이성엽,정문호",http://www.slworld.com,대구광역시
영원무역홀딩스,유가,009970,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,성래은,,서울특별시
보령,유가,003850,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,김정균,http://www.boryung.co.kr,서울특별시
이건산업,유가,008250,나무제품 제조업,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대",1988-10-21,12월,문보영,http://www.eagon.com,인천광역시
모나리자,유가,012690,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매",1988-10-14,12월,이석주,http://www.monarisa.co.kr,서울특별시
대구백화점,유가,006370,종합 소매업,"백화점운영,임대사업(백화점 코너)",1988-10-10,12월,구정모,http://www.debec.co.kr,대구광역시
우성,유가,006980,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역",1988-10-10,12월,한재규,http://wsgroup.co.kr,대전광역시
유성기업,유가,002920,자동차 신품 부품 제조업,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매",1988-10-10,12월,류현석(대표이사),http://www.ypr.co.kr,충청남도
한일철강,유가,002220,1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매",1988-10-07,12월,엄정헌,http://www.hanilsteel.co.kr,서울특별시
삼익악기,유가,002450,악기 제조업,"피아노,기타,현악기,전자악기,동 부분품 제조,임대,도매",1988-09-30,12월,"김종섭, 김민수",http://www.samick.co.kr,충청북도
HS화성,유가,002460,건물 건설업,아파트 건설,1988-09-29,12월,"이종원,임기영",http://www.hwasung.com,대구광역시
DN오토모티브,유가,007340,일차전지 및 이차전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김인환,http://www.dnautomotive.com,경상남도
보해양조,유가,000890,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",1988-09-23,12월,조영석,http://www.bohae.co.kr,전남광주통합특별시
보해양조,유가,000890,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매",1988-09-23,12월,조영석,http://www.bohae.co.kr,전라남도
상상인증권,유가,001290,금융 지원 서비스업,유가증권 매매,1988-09-23,12월,주원,http://www.sangsanginib.com,서울특별시
혜인,유가,003010,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",1988-09-20,12월,원경희,http://www.haein.com,서울특별시
금강공업,유가,014280,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,"전장열, 전재범 (각자 대표이사)",http://www.kumkangkind.com,부산광역시
플레이그램,유가,009810,기타 전문 도매업,"MRO, 영상콘텐츠",1988-08-31,12월,"김재욱, 선영",http://www.playgram.co.kr,서울특별시
율촌화학,유가,008730,플라스틱제품 제조업,"연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조",1988-08-30,12월,"송녹정,신동윤",http://www.youlchon.com,서울특별시
신원,유가,009270,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업",1988-08-24,12월,박정주,http://www.sw.co.kr,서울특별시
동방,유가,004140,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",1988-08-10,12월,정운건,http://www.dongbang.co.kr,서울특별시
한국쉘석유,유가,002960,석유 정제품 제조업,"윤활유,그리스 제조,도매",1988-08-10,12월,이승봉,http://www.shell.co.kr,부산광역시
부광약품,유가,003000,의약품 제조업,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조",1988-08-05,12월,이제영,http://www.bukwang.co.kr,서울특별시
풍산홀딩스,유가,005810,기타 금융업,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역",1988-07-28,12월,박우동,http://www.poongsanhc.co.kr,인천광역시
부국증권,유가,001270,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선",1988-07-19,12월,박현철,http://www.bookook.co.kr,서울특별시
계양전기,유가,012200,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,12월,임영환,http://www.keyang.co.kr,서울특별시
한솔테크닉스,유가,004710,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조",1988-07-06,12월,유경준,http://www.hansoltechnics.com,서울특별시
DB증권,유가,016610,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,곽봉석,http://dbsec.co.kr,서울특별시
한미사이언스,유가,008930,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매",1988-06-20,12월,김재교,http://www.hanmiscience.co.kr,경기도
삼진제약,유가,005500,의약품 제조업,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배",1988-06-18,12월,"최지현, 조규석",http://www.samjinpharm.co.kr,서울특별시
POSCO홀딩스,유가,005490,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,"대표이사 회장 장인화, 대표이사 사장 이주태",http://www.posco-inc.com,경상북도
범양건영,유가,002410,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사",1988-05-25,12월,강병주,http://www.iby.co.kr,부산광역시
파미셀,유가,005690,전자부품 제조업,"줄기세포치료제,화장품",1988-05-20,12월,김현수,http://www.pharmicell.com,서울특별시
동국홀딩스,유가,001230,기타 금융업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",1988-05-09,12월,장세욱,http://www.dongkuk.co.kr,서울특별시
대원전선,유가,006340,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",1988-05-04,12월,서명환,http://www.daewoncable.co.kr,충청남도
이수화학,유가,005950,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매",1988-04-28,12월,"김동민, 주봉진",http://www.isuchemical.co.kr,서울특별시
삼성증권,유가,016360,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",1988-03-28,12월,박종문,http://www.samsungpop.com,서울특별시
삼영무역,유가,002810,기타 전문 도매업,"화공약품, 안경렌즈",1988-03-28,12월,이승용,http://www.samyung.co.kr,서울특별시
한양증권,유가,001750,금융 지원 서비스업,증권업,1988-03-04,12월,김병철,http://www.hygood.co.kr,서울특별시
